image_id,xmin,ymin,xmax,ymax,class_label
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [249 249 249]
  [250 250 250]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [247 247 247]
  [248 248 248]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [247 247 247]
  [249 249 249]
  [253 253 253]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",22,8,577,385,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [249 249 249]
  [250 250 250]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [247 247 247]
  [248 248 248]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [247 247 247]
  [249 249 249]
  [253 253 253]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",236,353,360,579,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [249 249 249]
  [250 250 250]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [247 247 247]
  [248 248 248]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [247 247 247]
  [249 249 249]
  [253 253 253]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",104,563,484,617,0
"[[[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 [[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 [[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 ...

 [[ 50 119  76]
  [ 50 119  76]
  [ 51 119  78]
  ...
  [ 52 120  79]
  [ 54 121  82]
  [ 57 124  85]]

 [[ 51 120  77]
  [ 51 120  77]
  [ 53 119  78]
  ...
  [ 55 121  80]
  [ 54 121  82]
  [ 53 120  81]]

 [[ 54 123  80]
  [ 54 123  80]
  [ 54 120  79]
  ...
  [ 55 121  80]
  [ 51 118  79]
  [ 48 115  76]]]",15,55,631,448,2
"[[[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 [[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 [[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 ...

 [[ 50 119  76]
  [ 50 119  76]
  [ 51 119  78]
  ...
  [ 52 120  79]
  [ 54 121  82]
  [ 57 124  85]]

 [[ 51 120  77]
  [ 51 120  77]
  [ 53 119  78]
  ...
  [ 55 121  80]
  [ 54 121  82]
  [ 53 120  81]]

 [[ 54 123  80]
  [ 54 123  80]
  [ 54 120  79]
  ...
  [ 55 121  80]
  [ 51 118  79]
  [ 48 115  76]]]",274,324,383,571,1
"[[[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 [[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 [[243 194  32]
  [243 194  32]
  [243 194  32]
  ...
  [243 194  32]
  [243 194  32]
  [244 195  33]]

 ...

 [[ 50 119  76]
  [ 50 119  76]
  [ 51 119  78]
  ...
  [ 52 120  79]
  [ 54 121  82]
  [ 57 124  85]]

 [[ 51 120  77]
  [ 51 120  77]
  [ 53 119  78]
  ...
  [ 55 121  80]
  [ 54 121  82]
  [ 53 120  81]]

 [[ 54 123  80]
  [ 54 123  80]
  [ 54 120  79]
  ...
  [ 55 121  80]
  [ 51 118  79]
  [ 48 115  76]]]",217,563,444,608,0
"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]]",29,1,640,411,2
"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]]",229,382,347,623,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",88,41,560,420,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",288,409,366,581,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",233,570,423,616,0
"[[[153 153 153]
  [154 154 154]
  [156 156 156]
  ...
  [195 195 195]
  [189 189 189]
  [196 196 196]]

 [[160 160 160]
  [161 161 161]
  [163 163 163]
  ...
  [204 204 204]
  [193 193 193]
  [197 197 197]]

 [[181 181 181]
  [181 181 181]
  [183 183 183]
  ...
  [216 216 216]
  [198 198 198]
  [196 196 196]]

 ...

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]]",0,6,613,315,2
"[[[153 153 153]
  [154 154 154]
  [156 156 156]
  ...
  [195 195 195]
  [189 189 189]
  [196 196 196]]

 [[160 160 160]
  [161 161 161]
  [163 163 163]
  ...
  [204 204 204]
  [193 193 193]
  [197 197 197]]

 [[181 181 181]
  [181 181 181]
  [183 183 183]
  ...
  [216 216 216]
  [198 198 198]
  [196 196 196]]

 ...

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]]",221,256,286,504,1
"[[[153 153 153]
  [154 154 154]
  [156 156 156]
  ...
  [195 195 195]
  [189 189 189]
  [196 196 196]]

 [[160 160 160]
  [161 161 161]
  [163 163 163]
  ...
  [204 204 204]
  [193 193 193]
  [197 197 197]]

 [[181 181 181]
  [181 181 181]
  [183 183 183]
  ...
  [216 216 216]
  [198 198 198]
  [196 196 196]]

 ...

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[211 211 211]
  [211 211 211]
  [211 211 211]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]]",4,491,473,634,0
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",126,68,501,420,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",288,402,330,563,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 ...

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",0,0,632,476,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 ...

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[253 253 253]
  [253 253 253]
  [253 253 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",148,449,288,630,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",46,0,591,509,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",283,418,359,570,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",190,553,443,631,0
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[250 254 255]
  [250 254 255]
  [250 254 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[245 255 254]
  [247 255 254]
  [247 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[243 255 254]
  [243 255 254]
  [247 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",77,30,566,405,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[250 254 255]
  [250 254 255]
  [250 254 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[245 255 254]
  [247 255 254]
  [247 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[243 255 254]
  [243 255 254]
  [247 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",309,379,402,533,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[250 254 255]
  [250 254 255]
  [250 254 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[245 255 254]
  [247 255 254]
  [247 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[243 255 254]
  [243 255 254]
  [247 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",269,527,411,574,0
"[[[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 31 31]
  [31 31 31]
  [31 31 31]]

 [[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 31 31]
  [31 31 31]
  [31 31 31]]

 [[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 30 32]
  [31 30 32]
  [31 30 32]]

 ...

 [[24 29 27]
  [25 30 28]
  [25 30 28]
  ...
  [34 34 34]
  [32 32 32]
  [31 31 31]]

 [[31 36 35]
  [32 37 36]
  [33 38 37]
  ...
  [31 31 31]
  [30 30 30]
  [29 29 29]]

 [[25 30 29]
  [26 31 30]
  [28 33 32]
  ...
  [33 33 33]
  [34 34 34]
  [34 34 34]]]",0,10,640,337,2
"[[[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 31 31]
  [31 31 31]
  [31 31 31]]

 [[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 31 31]
  [31 31 31]
  [31 31 31]]

 [[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 30 32]
  [31 30 32]
  [31 30 32]]

 ...

 [[24 29 27]
  [25 30 28]
  [25 30 28]
  ...
  [34 34 34]
  [32 32 32]
  [31 31 31]]

 [[31 36 35]
  [32 37 36]
  [33 38 37]
  ...
  [31 31 31]
  [30 30 30]
  [29 29 29]]

 [[25 30 29]
  [26 31 30]
  [28 33 32]
  ...
  [33 33 33]
  [34 34 34]
  [34 34 34]]]",202,311,306,529,1
"[[[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 31 31]
  [31 31 31]
  [31 31 31]]

 [[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 31 31]
  [31 31 31]
  [31 31 31]]

 [[32 31 35]
  [32 31 35]
  [32 31 35]
  ...
  [31 30 32]
  [31 30 32]
  [31 30 32]]

 ...

 [[24 29 27]
  [25 30 28]
  [25 30 28]
  ...
  [34 34 34]
  [32 32 32]
  [31 31 31]]

 [[31 36 35]
  [32 37 36]
  [33 38 37]
  ...
  [31 31 31]
  [30 30 30]
  [29 29 29]]

 [[25 30 29]
  [26 31 30]
  [28 33 32]
  ...
  [33 33 33]
  [34 34 34]
  [34 34 34]]]",161,523,395,587,0
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 ...

 [[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [252 252 252]
  [253 253 253]
  [249 249 249]]

 [[229 229 229]
  [229 229 229]
  [229 229 229]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[231 231 231]
  [231 231 231]
  [231 231 231]
  ...
  [254 254 254]
  [255 255 255]
  [252 252 252]]]",277,592,370,640,0
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 ...

 [[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [252 252 252]
  [253 253 253]
  [249 249 249]]

 [[229 229 229]
  [229 229 229]
  [229 229 229]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[231 231 231]
  [231 231 231]
  [231 231 231]
  ...
  [254 254 254]
  [255 255 255]
  [252 252 252]]]",282,432,351,594,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [231 231 231]
  [228 228 228]
  [232 232 232]]

 ...

 [[234 234 234]
  [234 234 234]
  [234 234 234]
  ...
  [252 252 252]
  [253 253 253]
  [249 249 249]]

 [[229 229 229]
  [229 229 229]
  [229 229 229]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[231 231 231]
  [231 231 231]
  [231 231 231]
  ...
  [254 254 254]
  [255 255 255]
  [252 252 252]]]",7,9,637,466,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",0,19,640,503,2
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",298,431,419,640,1
"[[[244 244 244]
  [245 245 245]
  [245 245 245]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[243 243 243]
  [244 244 244]
  [245 245 245]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[246 246 246]
  [247 247 247]
  [248 248 248]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 ...

 [[245 245 245]
  [253 253 253]
  [255 255 255]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[245 245 245]
  [253 253 253]
  [255 255 255]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[245 245 245]
  [253 253 253]
  [255 255 255]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]]",137,38,476,369,2
"[[[244 244 244]
  [245 245 245]
  [245 245 245]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[243 243 243]
  [244 244 244]
  [245 245 245]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[246 246 246]
  [247 247 247]
  [248 248 248]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 ...

 [[245 245 245]
  [253 253 253]
  [255 255 255]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[245 245 245]
  [253 253 253]
  [255 255 255]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]

 [[245 245 245]
  [253 253 253]
  [255 255 255]
  ...
  [245 246 244]
  [245 246 244]
  [245 246 244]]]",267,349,343,573,1
